Date	Time	YD-10	YD-9	YD-8	YD-7	YD-6	YD-5	YD-4	YD-3	YD-2	YD-1	
08/16/2024	21:10:00	5.84	5.62	5.46	5.26	4.77	4.76	4.72	4.65	4.58	4.48	
08/16/2024	21:20:00	5.86	5.65	5.49	5.29	4.81	4.79	4.75	4.67	4.6	4.49	
08/16/2024	21:30:00	5.87	5.67	5.51	5.31	4.84	4.82	4.78	4.7	4.62	4.51	
08/16/2024	21:40:00	5.88	5.68	5.52	5.32	4.86	4.84	4.8	4.72	4.64	4.53	
08/16/2024	21:50:00	5.89	5.68	5.53	5.32	4.87	4.85	4.81	4.73	4.65	4.53	
08/16/2024	22:00:00	5.86	5.64	5.49	5.29	4.84	4.82	4.79	4.72	4.64	4.52	
08/16/2024	22:10:00	5.86	5.65	5.49	5.29	4.81	4.79	4.76	4.69	4.61	4.5	
08/16/2024	22:20:00	5.88	5.67	5.51	5.31	4.84	4.81	4.77	4.7	4.62	4.51	
08/16/2024	22:30:00	5.85	5.63	5.48	5.29	4.82	4.8	4.77	4.7	4.62	4.51	
08/16/2024	22:40:00	5.81	5.59	5.44	5.25	4.76	4.75	4.72	4.66	4.59	4.49	
08/16/2024	22:50:00	5.79	5.57	5.41	5.22	4.72	4.71	4.68	4.62	4.56	4.46	
08/16/2024	23:00:00	5.77	5.55	5.39	5.2	4.69	4.68	4.65	4.59	4.53	4.44	
08/16/2024	23:10:00	5.79	5.58	5.41	5.21	4.69	4.67	4.64	4.58	4.52	4.44	
08/16/2024	23:20:00	5.79	5.57	5.42	5.23	4.71	4.7	4.66	4.6	4.53	4.44	
08/16/2024	23:30:00	5.78	5.55	5.4	5.21	4.69	4.68	4.65	4.59	4.53	4.44	
08/16/2024	23:40:00	5.76	5.54	5.38	5.19	4.67	4.66	4.63	4.58	4.52	4.43	
08/16/2024	23:50:00	5.75	5.52	5.37	5.18	4.65	4.64	4.61	4.56	4.5	4.42	
08/17/2024	00:00:00	5.78	5.56	5.4	5.2	4.66	4.65	4.61	4.56	4.5	4.42	
08/17/2024	00:10:00	5.78	5.56	5.41	5.22	4.69	4.68	4.64	4.58	4.52	4.43	
08/17/2024	00:20:00	5.77	5.55	5.39	5.2	4.68	4.67	4.64	4.58	4.52	4.44	
08/17/2024	00:30:00	5.75	5.53	5.37	5.19	4.66	4.65	4.62	4.57	4.51	4.43	
08/17/2024	00:40:00	5.74	5.52	5.36	5.17	4.64	4.64	4.61	4.55	4.5	4.42	
08/17/2024	00:50:00	5.78	5.56	5.39	5.19	4.65	4.64	4.61	4.55	4.5	4.42	
08/17/2024	01:00:00	5.78	5.56	5.41	5.21	4.68	4.67	4.64	4.57	4.51	4.43	
08/17/2024	01:10:00	5.77	5.54	5.39	5.2	4.68	4.67	4.64	4.58	4.52	4.43	
08/17/2024	01:20:00	5.75	5.53	5.37	5.18	4.66	4.65	4.62	4.56	4.51	4.43	
08/17/2024	01:30:00	5.74	5.52	5.36	5.17	4.64	4.63	4.6	4.55	4.5	4.42	
08/17/2024	01:40:00	5.77	5.56	5.39	5.19	4.65	4.64	4.6	4.55	4.49	4.42	
08/17/2024	01:50:00	5.78	5.56	5.4	5.21	4.68	4.67	4.63	4.57	4.51	4.43	
08/17/2024	02:00:00	5.76	5.54	5.39	5.2	4.67	4.67	4.63	4.58	4.52	4.43	
08/17/2024	02:10:00	5.79	5.57	5.41	5.21	4.69	4.67	4.64	4.58	4.52	4.43	
08/17/2024	02:20:00	5.92	5.72	5.55	5.33	4.83	4.8	4.74	4.66	4.58	4.48	
08/17/2024	02:30:00	6.09	5.9	5.74	5.51	5.14	5.09	5.03	4.92	4.79	4.65	
08/17/2024	02:40:00	6.48	6.31	6.15	5.99	5.76	5.69	5.59	5.42	5.23	5.02	
08/17/2024	02:50:00	6.37	6.19	6.04	5.89	5.72	5.66	5.58	5.43	5.27	5.08	
08/17/2024	03:00:00	6.14	5.95	5.8	5.59	5.36	5.33	5.27	5.16	5.03	4.87	
08/17/2024	03:10:00	6.11	5.92	5.76	5.54	5.24	5.2	5.15	5.04	4.92	4.78	
08/17/2024	03:20:00	6.07	5.88	5.72	5.5	5.19	5.15	5.1	5	4.88	4.73	
08/17/2024	03:30:00	6.09	5.89	5.73	5.51	5.19	5.15	5.09	4.98	4.86	4.71	
08/17/2024	03:40:00	6.1	5.9	5.75	5.53	5.21	5.17	5.12	5.01	4.88	4.73	
08/17/2024	03:50:00	6.07	5.87	5.71	5.5	5.18	5.14	5.09	4.98	4.86	4.72	
08/17/2024	04:00:00	6.05	5.85	5.69	5.48	5.13	5.1	5.05	4.95	4.83	4.69	
08/17/2024	04:10:00	6	5.8	5.64	5.43	5.06	5.04	4.99	4.9	4.79	4.66	
08/17/2024	04:20:00	6.01	5.8	5.64	5.43	5.05	5.01	4.96	4.87	4.76	4.63	
08/17/2024	04:30:00	6.02	5.82	5.66	5.44	5.07	5.03	4.98	4.89	4.78	4.64	
08/17/2024	04:40:00	6.02	5.82	5.66	5.45	5.08	5.05	5	4.9	4.79	4.65	
08/17/2024	04:50:00	6.02	5.82	5.66	5.45	5.08	5.05	5	4.9	4.79	4.66	
08/17/2024	05:00:00	6.1	5.91	5.75	5.52	5.19	5.14	5.08	4.97	4.85	4.7	
08/17/2024	05:10:00	6.07	5.87	5.72	5.51	5.19	5.15	5.1	5	4.88	4.73	
08/17/2024	05:20:00	6.05	5.85	5.69	5.48	5.14	5.1	5.05	4.95	4.83	4.69	
08/17/2024	05:30:00	6.12	5.92	5.76	5.53	5.21	5.17	5.11	4.99	4.87	4.72	
08/17/2024	05:40:00	6.08	5.88	5.73	5.51	5.2	5.17	5.11	5.01	4.89	4.74	
08/17/2024	05:50:00	6.02	5.81	5.66	5.45	5.1	5.07	5.02	4.93	4.82	4.68	
08/17/2024	06:00:00	5.98	5.77	5.62	5.41	5.02	4.99	4.95	4.86	4.76	4.63	
08/17/2024	06:10:00	5.96	5.75	5.59	5.39	4.97	4.95	4.9	4.82	4.72	4.6	
08/17/2024	06:20:00	5.98	5.78	5.62	5.41	4.99	4.96	4.91	4.82	4.72	4.6	
08/17/2024	06:30:00	6	5.8	5.64	5.43	5.04	5.01	4.96	4.86	4.76	4.63	
08/17/2024	06:40:00	6.01	5.81	5.66	5.44	5.07	5.03	4.98	4.89	4.78	4.64	
08/17/2024	06:50:00	6.02	5.82	5.66	5.45	5.08	5.04	4.99	4.9	4.79	4.65	
08/17/2024	07:00:00	6.06	5.86	5.71	5.48	5.13	5.09	5.04	4.93	4.82	4.68	
08/17/2024	07:10:00	6.13	5.93	5.77	5.55	5.24	5.2	5.13	5.02	4.89	4.74	
08/17/2024	07:20:00	6.16	5.97	5.81	5.58	5.31	5.27	5.2	5.08	4.95	4.79	
08/17/2024	07:30:00	6.18	5.98	5.82	5.6	5.34	5.3	5.23	5.11	4.97	4.81	
08/17/2024	07:40:00	6.07	5.87	5.72	5.51	5.21	5.18	5.13	5.02	4.9	4.75	
08/17/2024	07:50:00	6.01	5.8	5.65	5.44	5.08	5.05	5	4.91	4.8	4.67	
08/17/2024	08:00:00	5.98	5.77	5.61	5.41	5.01	4.98	4.94	4.85	4.75	4.62	
08/17/2024	08:10:00	5.96	5.75	5.59	5.39	4.97	4.95	4.9	4.82	4.72	4.59	
08/17/2024	08:20:00	5.95	5.74	5.58	5.37	4.95	4.93	4.88	4.8	4.7	4.58	
08/17/2024	08:30:00	5.94	5.73	5.57	5.37	4.94	4.91	4.87	4.79	4.69	4.57	
08/17/2024	08:40:00	5.93	5.72	5.57	5.36	4.93	4.9	4.86	4.78	4.69	4.57	
08/17/2024	08:50:00	5.93	5.72	5.56	5.36	4.92	4.9	4.85	4.77	4.68	4.56	
08/17/2024	09:00:00	5.92	5.72	5.56	5.35	4.92	4.89	4.85	4.77	4.68	4.56	
08/17/2024	09:10:00	6.09	5.89	5.73	5.49	5.11	5.06	5	4.89	4.77	4.63	
08/17/2024	09:20:00	6.03	5.83	5.68	5.47	5.14	5.11	5.06	4.96	4.85	4.71	
08/17/2024	09:30:00	5.98	5.78	5.62	5.42	5.04	5.01	4.96	4.88	4.77	4.64	
08/17/2024	09:40:00	5.92	5.71	5.55	5.36	4.94	4.92	4.88	4.8	4.71	4.59	
08/17/2024	09:50:00	5.87	5.65	5.5	5.3	4.85	4.83	4.8	4.73	4.65	4.53	
08/17/2024	10:00:00	5.84	5.62	5.46	5.27	4.79	4.77	4.74	4.67	4.6	4.5	
08/17/2024	10:10:00	5.82	5.59	5.44	5.24	4.75	4.73	4.7	4.64	4.57	4.47	
08/17/2024	10:20:00	5.84	5.62	5.45	5.25	4.74	4.73	4.69	4.62	4.56	4.46	
08/17/2024	10:30:00	5.83	5.61	5.45	5.26	4.76	4.74	4.71	4.64	4.57	4.47	
08/17/2024	10:40:00	5.81	5.58	5.43	5.24	4.73	4.72	4.69	4.62	4.56	4.46	
08/17/2024	10:50:00	5.79	5.57	5.41	5.22	4.7	4.69	4.66	4.6	4.54	4.45	
08/17/2024	11:00:00	5.78	5.55	5.39	5.2	4.68	4.67	4.64	4.58	4.52	4.44	
08/17/2024	11:10:00	5.8	5.58	5.42	5.22	4.69	4.67	4.64	4.58	4.52	4.43	
08/17/2024	11:20:00	5.8	5.58	5.43	5.23	4.71	4.7	4.66	4.6	4.53	4.44	
08/17/2024	11:30:00	5.79	5.56	5.41	5.22	4.7	4.69	4.66	4.6	4.54	4.45	
08/17/2024	11:40:00	5.77	5.55	5.39	5.2	4.68	4.67	4.64	4.58	4.52	4.44	
08/17/2024	11:50:00	5.76	5.54	5.38	5.19	4.66	4.65	4.62	4.56	4.51	4.43	
08/17/2024	12:00:00	5.75	5.52	5.37	5.18	4.64	4.64	4.61	4.55	4.5	4.42	
08/17/2024	12:10:00	5.78	5.56	5.4	5.2	4.66	4.64	4.61	4.55	4.5	4.42	
08/17/2024	12:20:00	5.79	5.57	5.41	5.22	4.69	4.68	4.64	4.57	4.51	4.43	
08/17/2024	12:30:00	5.77	5.55	5.39	5.2	4.68	4.67	4.64	4.58	4.52	4.44	
08/17/2024	12:40:00	5.76	5.54	5.38	5.19	4.66	4.65	4.62	4.57	4.51	4.43	
08/17/2024	12:50:00	5.75	5.52	5.37	5.18	4.65	4.64	4.61	4.55	4.5	4.42	
08/17/2024	13:00:00	5.74	5.51	5.36	5.17	4.63	4.63	4.6	4.54	4.49	4.41	
08/17/2024	13:10:00	5.73	5.51	5.35	5.16	4.62	4.61	4.58	4.53	4.48	4.41	
08/17/2024	13:20:00	5.73	5.5	5.34	5.16	4.61	4.61	4.58	4.52	4.47	4.4	
08/17/2024	13:30:00	5.72	5.49	5.34	5.15	4.6	4.6	4.57	4.51	4.46	4.4	
08/17/2024	13:40:00	5.72	5.49	5.33	5.14	4.59	4.59	4.56	4.51	4.46	4.39	
08/17/2024	13:50:00	5.71	5.49	5.33	5.14	4.59	4.59	4.56	4.5	4.45	4.39	
08/17/2024	14:00:00	5.71	5.48	5.32	5.14	4.58	4.58	4.55	4.5	4.45	4.39	
08/17/2024	14:10:00	5.71	5.48	5.32	5.13	4.58	4.58	4.55	4.49	4.44	4.39	
08/17/2024	14:20:00	5.7	5.47	5.31	5.13	4.57	4.57	4.54	4.49	4.44	4.38	
08/17/2024	14:30:00	5.7	5.47	5.31	5.13	4.57	4.57	4.54	4.49	4.44	4.38	
08/17/2024	14:40:00	5.7	5.47	5.31	5.13	4.57	4.57	4.54	4.48	4.43	4.38	
08/17/2024	14:50:00	5.7	5.47	5.31	5.12	4.56	4.56	4.53	4.48	4.43	4.38	
08/17/2024	15:00:00	5.69	5.46	5.3	5.12	4.56	4.56	4.53	4.48	4.43	4.38	
08/17/2024	15:10:00	5.69	5.46	5.3	5.12	4.56	4.56	4.53	4.48	4.43	4.37	
08/17/2024	15:20:00	5.69	5.46	5.3	5.12	4.56	4.56	4.53	4.47	4.43	4.37	
08/17/2024	15:30:00	5.69	5.46	5.3	5.12	4.56	4.55	4.52	4.47	4.42	4.37	
08/17/2024	15:40:00	5.69	5.46	5.29	5.11	4.55	4.55	4.52	4.47	4.42	4.37	
08/17/2024	15:50:00	5.68	5.46	5.29	5.11	4.55	4.55	4.52	4.47	4.42	4.37	
08/17/2024	16:00:00	5.68	5.45	5.29	5.11	4.55	4.55	4.52	4.47	4.42	4.37	
08/17/2024	16:10:00	5.68	5.45	5.29	5.11	4.55	4.55	4.52	4.47	4.42	4.37	
08/17/2024	16:20:00	5.68	5.45	5.29	5.11	4.55	4.55	4.52	4.46	4.42	4.37	
08/17/2024	16:30:00	5.68	5.45	5.29	5.11	4.55	4.54	4.52	4.46	4.41	4.37	
08/17/2024	16:40:00	5.68	5.45	5.29	5.11	4.54	4.54	4.51	4.46	4.41	4.37	
08/17/2024	16:50:00	5.68	5.45	5.28	5.1	4.54	4.54	4.51	4.46	4.41	4.37	
08/17/2024	17:00:00	5.68	5.45	5.28	5.1	4.54	4.54	4.51	4.46	4.41	4.37	
08/17/2024	17:10:00	5.67	5.44	5.28	5.1	4.54	4.54	4.51	4.46	4.41	4.36	
08/17/2024	17:20:00	5.67	5.44	5.28	5.1	4.54	4.54	4.51	4.46	4.41	4.36	
08/17/2024	17:30:00	5.67	5.44	5.28	5.1	4.54	4.54	4.51	4.46	4.41	4.36	
08/17/2024	17:40:00	5.67	5.44	5.28	5.1	4.54	4.54	4.51	4.46	4.41	4.36	
08/17/2024	17:50:00	5.67	5.44	5.28	5.1	4.54	4.54	4.51	4.46	4.41	4.36	
08/17/2024	18:00:00	5.67	5.44	5.28	5.1	4.54	4.54	4.51	4.45	4.41	4.36	
08/17/2024	18:10:00	5.67	5.44	5.28	5.1	4.54	4.54	4.51	4.45	4.4	4.36	
08/17/2024	18:20:00	5.67	5.44	5.28	5.1	4.54	4.53	4.51	4.45	4.4	4.36	
08/17/2024	18:30:00	5.67	5.44	5.27	5.1	4.53	4.53	4.51	4.45	4.4	4.36	
08/17/2024	18:40:00	5.67	5.44	5.27	5.09	4.53	4.53	4.5	4.45	4.4	4.36	
08/17/2024	18:50:00	5.67	5.44	5.27	5.09	4.53	4.53	4.5	4.45	4.4	4.36	
08/17/2024	19:00:00	5.67	5.44	5.27	5.09	4.53	4.53	4.5	4.45	4.4	4.36	
08/17/2024	19:10:00	5.66	5.44	5.27	5.09	4.53	4.53	4.5	4.45	4.4	4.36	
08/17/2024	19:20:00	5.66	5.43	5.27	5.09	4.53	4.53	4.5	4.45	4.4	4.36	
08/17/2024	19:30:00	5.66	5.43	5.27	5.09	4.53	4.53	4.5	4.45	4.4	4.36	
08/17/2024	19:40:00	5.66	5.43	5.27	5.09	4.53	4.53	4.5	4.45	4.4	4.36	
08/17/2024	19:50:00	5.66	5.43	5.27	5.09	4.53	4.53	4.5	4.45	4.4	4.36	
08/17/2024	20:00:00	5.66	5.43	5.27	5.09	4.53	4.53	4.5	4.45	4.4	4.36	
08/17/2024	20:10:00	5.66	5.43	5.27	5.09	4.53	4.53	4.5	4.45	4.4	4.36	
08/17/2024	20:20:00	5.66	5.43	5.27	5.09	4.53	4.53	4.5	4.45	4.4	4.36	
08/17/2024	20:30:00	5.7	5.48	5.31	5.11	4.54	4.54	4.5	4.45	4.4	4.36	
08/17/2024	20:40:00	5.77	5.56	5.4	5.2	4.62	4.61	4.54	4.48	4.43	4.38	
08/17/2024	20:50:00	5.78	5.56	5.41	5.22	4.68	4.67	4.63	4.56	4.49	4.41	
08/17/2024	21:00:00	5.76	5.54	5.39	5.2	4.68	4.67	4.64	4.58	4.52	4.44	
08/17/2024	21:10:00	5.74	5.52	5.37	5.18	4.66	4.65	4.62	4.57	4.51	4.43	
08/17/2024	21:20:00	5.73	5.51	5.35	5.17	4.64	4.63	4.6	4.55	4.5	4.42	
08/17/2024	21:30:00	5.72	5.5	5.34	5.16	4.62	4.61	4.59	4.53	4.48	4.41	
08/17/2024	21:40:00	5.71	5.49	5.33	5.15	4.61	4.6	4.57	4.52	4.47	4.4	
08/17/2024	21:50:00	5.71	5.48	5.32	5.14	4.59	4.59	4.56	4.51	4.46	4.4	
08/17/2024	22:00:00	5.7	5.48	5.32	5.13	4.59	4.58	4.55	4.5	4.45	4.39	
08/17/2024	22:10:00	5.7	5.47	5.31	5.13	4.58	4.57	4.55	4.5	4.45	4.39	
08/17/2024	22:20:00	5.69	5.47	5.3	5.12	4.57	4.57	4.54	4.49	4.44	4.38	
08/17/2024	22:30:00	5.69	5.46	5.3	5.12	4.57	4.56	4.54	4.48	4.44	4.38	
08/17/2024	22:40:00	5.68	5.46	5.3	5.12	4.56	4.56	4.53	4.48	4.43	4.38	
08/17/2024	22:50:00	5.68	5.45	5.29	5.11	4.56	4.56	4.53	4.48	4.43	4.38	
08/17/2024	23:00:00	5.68	5.45	5.29	5.11	4.55	4.55	4.52	4.47	4.43	4.37	
08/17/2024	23:10:00	5.68	5.45	5.29	5.11	4.55	4.55	4.52	4.47	4.42	4.37	
08/17/2024	23:20:00	5.68	5.45	5.29	5.11	4.55	4.55	4.52	4.47	4.42	4.37	
08/17/2024	23:30:00	5.67	5.45	5.28	5.1	4.55	4.55	4.52	4.46	4.42	4.37	
08/17/2024	23:40:00	5.67	5.44	5.28	5.1	4.54	4.54	4.51	4.46	4.42	4.37	
08/17/2024	23:50:00	5.67	5.44	5.28	5.1	4.54	4.54	4.51	4.46	4.41	4.37	
08/18/2024	00:00:00	5.67	5.44	5.28	5.1	4.54	4.54	4.51	4.46	4.41	4.37	
